"CVE","analfabeta","sin_primaria","sin_drenaje","sin_electricidad","sin_agua_entubada","con_hacinamiento","con_piso_tierra","habitantes_5000","salarios_minimos"
20473,8.18,32.62,0.79,0.43,0.29,39.56,40.52,100,94.29
20474,21.5,37.72,11.99,3.45,5.2,43.8,16.95,100,66.88
20475,25.72,38.76,6.71,4.51,26.39,54.99,39.12,100,65.55
20476,12.67,30.23,7.58,3.93,6.6,47.5,10.12,100,73.91
20477,29.86,54.01,0.49,11.79,68.73,42.06,15.11,100,90.72
20478,13.22,47.98,0.58,2.56,24.72,30,22.53,100,85.64
20479,13.04,50.54,2.28,2.3,0,32.91,28.31,100,96.74
20480,18.03,42.8,1.76,10.14,36.59,53.41,42.81,100,86.92
20481,18.66,29.3,0.71,2.73,6.66,39.35,48.47,100,82.35
20482,17.06,32.14,16.01,2.28,54.73,49.2,17.57,41.16,56.29
20483,4.8,20.01,1.47,2.83,34.41,47.58,13.3,23.75,41.21
20484,21.57,46.35,17.82,3.5,26.59,51.04,8.93,100,76.93
20485,30.37,52.86,41.41,3.38,10.05,50.9,19.29,100,92.08
20486,10.57,30.24,5.84,1.42,9.49,52.07,18.3,100,70.1
20487,5.88,22.61,2.27,3.91,18.02,53.17,26.58,100,64.54
20488,13.46,45.19,0.78,1.53,0,41.03,4.62,100,73.33
20489,20.78,42.17,12.82,5.59,29.74,62.39,30.25,100,87.59
20490,35.1,60.49,1.01,2.58,57.42,58.63,7.09,100,90.59
20491,15.46,34.76,0.26,2.95,5.91,61.61,30.25,100,93.58
20492,23.3,43.25,5.15,12.8,43.55,47.24,40.66,100,84.89
20493,8.37,26.83,0.9,1.63,26.22,32.42,12.84,100,71.36
20494,33.29,46.89,0.59,12.67,24.52,61.09,29.1,100,92.99
20495,29.5,57.78,0.7,13.17,32.24,57.89,16.84,100,79.28
20496,3.98,18.25,0.46,0.61,0,30.9,17.49,100,57.38
20497,52.06,69.45,2.02,3.01,17.65,73.79,11.4,100,68.44
20498,19.35,43.59,4.32,8.92,81.28,48.55,19.03,100,81.97
20499,5.9,19.5,1.52,4.3,5.41,38.95,10.46,100,55.56
20500,17.84,37.35,1.49,6.22,39.01,46.73,10.59,100,77.5
20501,31.06,53.06,8.73,3.09,5.01,25.68,20.55,100,78.17
20502,34.77,58.1,2.3,13.38,18.64,54.19,28.75,100,88.36
20503,13.12,40.43,0,0,0,35.71,32.35,100,85.29
20504,7.97,32.29,0.67,0.3,0,46.4,42.92,100,81.27
20505,16.69,37.8,2.76,2.19,7.96,34,4.15,21.96,55.27
20506,19.72,43.21,0.51,2.44,0.26,45.05,39.41,100,81.08
20507,25.72,52.38,24.64,2.91,16.66,44.05,31.42,100,80.53
20508,11.78,33.36,2.17,3.36,2.44,29.47,7,100,58.9
20509,32.84,53.62,11.82,5.17,75.14,69.83,23.08,100,76.88
20510,12.71,26.24,1.48,26.23,51.32,55.74,42.87,100,87.45
20511,9.94,30.22,3.75,28.3,78.5,61.5,49.83,100,85.65
20512,34.51,56.41,0.77,7.34,0,61.14,6.68,100,86.1
20513,20.11,44.69,2.82,3.61,1.58,50.46,6.21,35.32,72.8
20514,29.76,55.19,5.12,38.82,0,55.38,22.27,100,97.95
20515,11.73,25.99,4.45,3.63,7.28,47.26,18.63,31.99,55.98
20516,23.33,49.32,5.27,4.12,4.31,55.58,29.48,100,82.47
20517,40.46,58.17,4.06,13.51,12.8,56.56,32.28,100,81.57
20518,17.7,40.71,1.31,0,0,23.53,3.92,100,69.05
20519,7.96,35.18,2.45,3.16,27.59,37.73,21.97,100,58.15
20520,22.48,45.68,7.87,2.29,6.71,38.99,11.57,100,76.28
20521,16.67,45.59,2.56,5.13,32.97,42.86,42.86,100,91.19
20522,20.24,42.18,8,4.14,3.79,51.37,62.94,100,91.15
20523,8.87,28.62,2.37,3.12,6.55,42.38,24.06,100,70.71
20524,21.11,42.75,0,0,0,25.83,17.34,100,95.7
20525,15.91,42.3,6.52,2.43,14.66,42.68,9.73,35.38,64.71
20526,28.09,46.96,3.21,6.93,17.46,60.55,28.71,67.47,65.15
20527,20.46,51.96,0.81,2.38,4.74,69.35,9.44,100,76.52
20528,32.88,55.4,3.81,5.13,2.65,33.82,23.84,100,84.03
20529,38.63,54.21,47,3.97,33.63,70.74,9.77,100,78.47
20530,15.48,34.33,3.58,2.25,71.74,55.27,14.03,100,81.5
20531,7.58,23.35,7.42,1.85,3,41.62,10.84,100,66.89
20532,24.64,40.71,1.13,4.38,5.08,59.73,26.26,100,91.11
20533,14.34,37.68,6.63,6.06,6.28,53.05,20.36,100,60.85
20534,29.3,47.08,8.2,4.55,10.12,65.32,22.74,100,94.97
20535,28.21,43.21,1.35,4.72,6.29,62.01,19.63,100,93.65
20536,6.82,32.49,5.07,3.46,1.83,35.76,39.55,100,76.02
20537,26.42,46.78,7.82,1.8,4.68,36.58,22.12,100,77.05
20538,17.33,42.26,4.11,2.74,34.75,60.61,13.19,100,72.67
20539,2.5,13.5,1.82,2.34,7.48,41.66,7.08,100,41.45
20540,8.58,24.22,2.26,3.67,4.27,41.09,19.24,21.25,46.89
20541,9.35,40.42,1.82,1.18,0.88,36.73,39.34,100,85.02
20542,14.42,52.29,3.89,1.61,1.21,48.48,25.1,100,79.36
20543,28.74,50.84,4.19,9.73,10.79,62.72,8.09,100,84.4
20544,7.73,35.5,1.27,0.45,0,35.18,35.43,100,77.11
20545,10.47,24.34,1.89,1.99,3.03,46.9,17.38,15.26,49.85
20546,13.05,35.11,6.21,3.48,12.66,43.84,35.45,100,71.53
20547,15.8,41.14,1.26,3.9,6.1,28.47,14.93,100,82.86
20548,9.77,41.24,9.82,12,33.1,46.69,27.8,100,72.29
20549,23.53,46.49,7.02,3.34,3.98,46.69,33.35,100,82.19
20550,10.69,28.98,0.65,1.2,13.56,43.83,21.28,100,49.07
20551,11.17,28.31,1.51,2.29,11.32,36.99,19.54,29.57,44.89
20552,9.42,31.58,2.94,1.96,0.78,38.41,25.29,100,86.72
20553,8.17,24.74,1.09,1.78,36.84,40.56,25.61,5.69,38.85
20554,27.5,49.38,1.97,3.43,9.25,46.01,25.04,100,79.14
20555,12,33.07,0.45,1.18,48.03,37.31,44.54,100,65.91
20556,17.84,40.54,2.01,1.62,0,27.27,17.67,100,81.32
20557,14.69,27.03,0.65,1.01,0.52,43.98,2.22,2.05,50.39
20558,12.31,32.42,4.11,1.83,6.26,43.22,15.46,100,71.64
20559,17.07,36.83,0.89,3.11,30.18,40.37,21.96,75.55,81.04
20560,15.43,46.05,3.68,2.65,2.84,52.77,29.61,100,73.21
20561,14.1,36.03,13.92,8.16,11.03,60.47,7.05,100,79.68
20562,11.37,27.45,5.08,0.89,0.48,49.08,9.61,100,71.37
20563,38.63,64.44,31.67,4.12,33,43.79,19.81,100,85.47
20564,22.48,42.14,1.71,4.05,20.92,47.92,49.84,100,85.82
20565,8.95,24.73,0.6,8.72,50.06,45.36,24.31,18.62,46.43
20566,25.83,45.75,0.27,4.73,50.18,63.85,32.36,100,92.88
20567,29.78,59.03,13.15,6.99,31.27,45.31,25.1,100,86.31
20568,22.53,48.24,6.14,5.52,46.53,33.08,14.74,100,82.45
20569,12.84,40.85,3.75,5.13,56.41,39.47,18.65,100,84.43
20570,11.22,28.98,1.8,1.93,21.4,41.79,38.57,42.83,59.63
21001,13.2,32.69,4.69,1.93,11.71,61.37,4.54,30.84,51.09
21002,14.94,37.77,7.22,4.48,31.32,50.73,27.12,100,75.57
21003,12.03,30,5.96,1.37,24.56,43.14,6.76,51.85,55.9
21004,10.99,30.57,5.2,1.49,6.47,62.26,7.19,23.54,60
21005,25.29,48.77,38.33,2.96,75.17,52.76,14.81,100,91.01
21006,36.87,52.41,1.55,2.57,11.51,61.71,16.94,100,70.15
21007,21.9,49.04,28.46,3.04,37.72,48.37,4.16,100,72.01
21008,10.34,26.32,2.55,2.86,6.54,49.69,9.77,100,61.47
21009,18.17,44.5,11.87,0.71,13.51,40.04,5.51,100,61.34
21010,26.31,43.42,2.96,3.86,26.19,66.99,33.72,53.76,66.77
21011,13.62,42.62,7.84,2.72,7.11,45.09,11.24,100,79.03
21012,13.61,36.53,0.8,1.01,0.16,48.69,7.79,100,85.02
21013,16.98,39.18,2.2,1.15,1.51,55.84,14.13,3.72,64.21
21014,34.89,54.05,1.25,7.43,14.24,51.27,32.28,100,83.08
21015,6.89,19.81,1.66,1.12,24.19,52.43,5.68,6.53,41.01
21016,17.81,39.9,6.7,3.2,11.42,47.28,17.79,100,83.34
21017,18.53,35.04,2,3.02,2.05,63.72,18.95,74.56,78
21018,13.43,40.27,11.15,3.27,8.82,46.89,22.52,100,83.83
21019,7.4,22.66,3.94,0.66,14.16,41.02,8.45,26.56,54.27
21020,8.44,31.16,4.52,0.55,26.68,58.69,14.88,4.23,62.74
21021,9.41,31.46,2.7,0.57,3.85,41.72,13.04,100,65.34
21022,16.62,40,7.68,0.7,3.06,54.93,14.89,100,85.05
21023,19.66,46.71,2.46,2.21,2.5,68.44,22.64,100,91.6
21024,24.05,49.5,6.43,2.33,19.96,35.94,5.21,100,67.32
21025,16.27,34.58,4.16,6.71,15.34,55.3,23.28,100,76.2
21026,17.27,39.78,2.82,1.46,5.06,50.41,20.93,47.84,77.04
21027,15.99,47.37,9.07,7.89,16.87,42.35,6.13,100,91.76
21028,32.47,57.66,0.48,4.52,3.84,58.31,19.72,100,83.48
21029,27.13,40.86,1.5,4.41,0.61,52.47,14.51,100,75.19
21030,29.21,48.22,2.24,1.19,6.88,45.41,11.61,100,88.74
21031,21.84,51.61,13.45,2.31,3.33,36.14,10.87,100,76.59
21032,21.98,47.69,8.95,1.2,27.43,39.34,8.71,100,72.14
21033,8.54,27.56,13.56,1.84,6.08,56.09,18.85,100,80.84
21034,5.7,21.69,7,1.09,81.74,51.46,8.65,3.69,62.68
21035,14.31,28.72,2.1,1.4,20.3,50.08,30.83,67.92,69.29
21036,36.77,53.83,3.11,7.85,37.53,64.79,23.06,100,92.04
21037,19.81,44.28,3.11,2.08,0.3,33.53,10.87,100,70.82
21038,6.53,25.05,6.21,2.59,48.27,60.9,14.39,18.03,56.47
21039,20.77,44.24,3.69,4.61,30.73,50.92,20.44,100,81.9
21040,11.26,32.13,19.86,3.89,17.21,60.83,10.07,100,48.31
21041,3.44,11.09,0.97,0.71,9.96,35.85,2.92,16.29,35.43
21042,19.38,42.8,17.46,5.38,49.12,39.19,17.33,100,71.33
21043,20.04,38.09,14.31,12.99,16.45,63.39,25.15,87.44,77.24
21044,11.54,30.63,2.5,1.55,0.59,55.72,8.63,100,74.31
21045,12.33,30.71,1.96,0.68,0.93,50.65,8.27,45.71,65.84
21046,10.75,37.44,2.77,1.72,5.69,63.4,10.82,23.37,68.14
21047,16.42,32.98,6.66,1.08,18.66,41.54,11.5,45.79,59.92
21048,5.38,22.57,1.3,1.17,0.35,49.74,16.04,60.15,71.21
21049,38.22,58.98,5.59,2.45,3.69,69.7,11.62,100,85.78
21050,27.66,55.42,0.73,1.58,16.22,71.7,9.15,100,71.76
21051,13.89,33.52,3.31,1.03,6.14,38.22,12.98,51.07,63.41
21052,21.92,51.94,8.09,0.57,1.07,43.37,10.06,100,77.02
21053,12.84,30.86,3.93,1.92,7.24,51.59,10.75,66.14,65.75
21054,15.38,37.25,1.28,2.1,4.21,63.54,14.46,63.32,67.83
21055,17,38.84,15.6,1.59,16.14,49.14,16.05,100,73.17
21056,19.06,54.85,6.31,0.33,12.56,39.94,2.72,100,75
21057,23.08,43.8,6.3,5.07,22.08,56.42,10.14,100,80.68
21058,30.54,56.33,1.2,2.51,8.06,71.57,10.69,100,82.13
21059,15.38,39.57,10.07,2.67,18.46,39.53,7.54,100,64.97
21060,8.51,34.93,5.07,2.39,13.19,56.64,10.76,15.58,65.1
21061,34.57,56.03,2.39,6.16,41.09,71.18,24.95,100,88.05
21062,14.18,39.45,4.68,1.25,5.23,40.56,9.71,100,70.11
21063,12.12,30.36,1.31,1.19,3.79,55.47,5.54,43.18,78.08
21064,14.18,35.12,1.02,4.04,45.39,43.36,21.16,100,67.67
21065,17.21,38.96,1.49,1.54,0.35,58.44,9.38,69.8,62.23
21066,24.15,49.18,7.77,1.71,15.83,43.75,7.09,100,81.96
21067,15.08,37.43,1.07,1.23,0.39,52.89,10.12,39.37,77.22
21068,34.56,53.48,0.84,5.72,14.28,59.01,9.18,100,86.81
21069,12.46,40.09,7.65,1.22,6.09,50.6,20.36,100,84.39
21070,29.53,49.53,22.9,2.75,2.69,54.29,4.31,100,80.73
21071,11.92,27.38,1.65,1.33,14.18,50.37,19.17,35,57.23
21072,36.36,56.95,14.43,11.47,34.9,64.28,15.44,100,84.07
21073,18.46,36.84,7.56,2.91,4.94,42.3,9.64,100,69.68
21074,5.16,17.9,2.19,0.89,6.41,48.95,8.12,34.11,50.35
21075,14.69,31.17,5.74,4.3,1.17,66.3,33.99,47.53,81.55
21076,16.11,40.61,3.43,4.92,13.58,55.01,26.9,80.01,78.34
21077,35.32,55.71,3.42,12.47,28.83,58.6,16.76,100,85.59
21078,32.15,57.38,20.42,10.71,27.32,66.74,9.11,100,84.07
21079,4.71,24.42,4.68,1.42,17.53,51.11,8.1,100,53.13
21080,30.1,50.03,7.91,7.09,2.83,58.54,4.17,100,83.94
21081,25.37,46.54,22.44,2.07,31.86,44.7,9.44,100,80.4
21082,10.68,26.76,3.13,1.14,16.72,47.14,13.16,100,68.46
21083,19.63,40.63,3.42,3.14,12.35,54.99,25.78,100,89.61
21084,33.77,53.35,2.75,12.49,12.97,63.12,17.49,100,77.59
21085,11.22,28.18,2.23,0.62,10.06,40.63,11.26,40.93,53.52
21086,17.6,41.1,4.31,5.12,40.11,58.14,15.81,100,81.5
21087,20.66,45.08,15.51,5.82,8.82,52.8,31.54,44.54,84.89
21088,20.13,41.85,16.49,6.24,9.94,52.77,17.86,100,83.64
21089,31.07,51.79,3.26,3.25,21.28,57.36,23.14,100,79.97
21090,4.72,19.49,2.76,1.26,82.98,48.59,5.09,1.87,58.92
21091,9.62,21.83,1.2,0.25,2.8,35.92,12.3,19.68,56.94
21092,21.2,46.25,10.03,2.46,16.62,54.53,10.9,100,82.46
21093,16.75,45.06,1.1,1.57,7.97,54.65,12.62,100,89.54
21094,9.43,25.79,3.21,1.64,2.39,54.56,8.82,50.73,63.05
21095,13.51,26.15,4.76,1.26,1.67,56.67,6.63,100,75
21096,7.93,28.68,1.71,1.26,1.71,54.26,3.35,100,71.01
21097,4.32,20.09,6.33,1.33,1.09,49.79,2.96,100,54.02
21098,14.67,34.44,16.97,3.13,44.95,49.58,16.13,100,71.96
21099,17.63,41.91,18.41,1.86,11.13,56.53,9.91,100,80.14
21100,24.55,43.33,5.04,2.18,4.72,67.35,23.46,100,85.71
21101,13.84,41.15,4.82,4.91,6.96,52.02,10.79,100,79.95
21102,8.34,31.93,1.88,0.83,0.53,55.25,14.67,4.11,68.58
21103,13.28,40.96,6.44,1.67,7.51,60.11,21.8,100,67.91
21104,11.29,30.87,3.71,1.4,1.66,60.65,5.21,28.87,55.19
21105,13.14,34.82,3.09,2.8,6.44,46.83,14.8,100,84.81
21106,15.83,38.02,8.88,1.82,80.27,61.13,9.99,80.32,62.65
21107,40.16,62.15,9.9,8.23,44.11,65.53,11.82,100,83.66
21108,12.07,28.12,3.33,1.77,1.49,54.72,4.33,39.93,70.25
21109,24.01,44.16,6.03,6.26,9.87,58.32,25.66,100,82.92
21110,19.36,42.42,4.5,2.49,3.58,63.87,11.03,59.47,78.59
21111,25.66,44.29,2.24,4.07,50.11,47.74,20.79,100,76.51
21112,22.43,44.05,9.08,1.86,7.08,45.71,13.62,100,75.83
21113,21.48,48.86,5.75,1.63,15.09,32.67,10.91,100,70.17
21114,3.5,10.73,0.84,0.38,5.42,29.15,2.45,3.02,30.7
21115,19.14,43.83,2.93,1.76,3.08,61.77,10.94,41.99,70.39
21116,26.02,54.3,1.03,1.41,30.74,67.62,9.74,100,80.74
21117,7.68,23.23,0.36,0.34,0.08,48.26,4.34,28.45,51.43
21118,8.04,28.4,4.55,1.25,2.67,60.47,8.66,34.71,67.16
21119,3.7,12.65,1.5,0.33,55.92,29.3,3.64,5.93,44.08
21120,27.05,51.72,8.1,4.26,23.9,69.76,12.88,100,71.19
21121,24.19,53.47,14.06,1.24,33.86,51.44,9.69,100,74.02
21122,4.23,22.46,1.12,1.41,1.36,49.61,11.68,34.59,65.8
21123,34.03,54.71,1.66,12.13,10.56,58.27,19.34,100,88.53
21124,20.61,40.07,4.21,1.59,2.49,57.99,40.55,15.95,66.4
21125,3.46,17.96,1.3,0.62,28.18,34.15,4.95,100,38.1
21126,6.73,26.58,12.57,1.56,28.91,60.99,10.53,100,76.82
21127,18.56,44.11,11.13,3.38,19.85,40.38,9.74,100,81.03
21128,11.7,33.09,7.56,1.35,0.73,53.71,3.66,100,61.34
21129,20.03,43.81,1.49,0.99,1.85,50.68,12.96,36.88,82.26
21130,12.02,37.64,0.85,1.41,0.76,45.61,7.68,100,81.79
21131,9.56,24.73,8.52,0.11,3.68,63.11,0.57,100,83.81
21132,4.51,14.97,0.77,0.43,2.03,40.44,7.03,11.54,44.87
21133,14.52,40.55,2.96,1.55,0,38.51,10.8,100,69.9
21134,7.46,23.43,1.25,0.45,1.69,46.34,10.63,42.64,59.73
21135,12.78,50.11,11.26,7.51,3.25,39.42,18.43,100,82.98
21136,3.33,14.48,0.73,0.39,1.85,42.94,3.42,2.84,41.5
21137,18.28,42.09,3,1.57,0.52,56.63,4.6,100,71.97
21138,12.1,32.11,1.97,1.08,3.23,60.34,13.22,47.25,75.19
21139,14.49,36.17,5.96,2.23,16.7,47.12,10.03,100,59.95
21140,4.1,14.14,2.84,0.51,31,34.26,4.22,6.63,38.38
21141,15.08,38.8,3.98,1.69,8.08,42.94,7.66,100,63.29
21142,14.89,34.28,1.01,0.73,1.43,55.9,9.71,17.5,65.95
21143,5.04,17.67,1.56,0.89,1.57,52.65,9.59,69.93,55.96
21144,7.63,26.6,5.65,0.69,25.16,51.31,8.7,10.29,41.84
21145,25.3,50.66,2.6,10.57,36.42,65.9,17.27,100,88.84
21146,33.94,58.28,5.84,1.14,0.69,33.79,10.87,100,77.64
21147,21.98,42.6,15.6,3.2,31.82,42.84,13.75,100,77.72
21148,9.73,36.72,6.19,0.58,72.5,59.44,7.06,100,68.93
21149,11.54,32.4,2.27,4.37,28.89,59.39,23.57,36.76,61.45
21150,23.96,46.31,21.18,1.91,18.1,51.94,18.29,100,83.68
21151,5.63,20.26,3.72,0.73,5.93,49.63,9.16,35.43,64.29
21152,10.38,38.71,3.58,2.82,1.58,53.92,7.49,44.07,67.94
21153,5.7,22.93,9.15,1.14,5.16,53.27,7.52,74.56,52.79
21154,8.12,25.68,2.81,0.91,11.18,54.92,7.06,34.42,50.39
21155,15.27,35.48,7.89,1.29,26.48,35.23,9.73,100,56.2
21156,7.38,20.92,0.57,1.1,6.63,43.65,9.95,6.17,52.5
21157,19.15,43.16,10.52,2.1,37.03,40.26,12.15,51.84,57.75
21158,16.66,35.97,2.86,7.17,67.47,41.64,27.01,100,79.31
21159,38.71,62.71,9.45,2.97,5.7,46.26,17.57,100,82.2
21160,14.43,37.27,7.64,2.93,20.36,39.65,11.61,100,72.74
21161,11.15,33.69,2.46,2.68,25.09,49.78,18.13,70.57,69.7
21162,37.35,53.51,4.13,4.38,7.33,56.47,15.51,100,78.94
21163,11.14,30.44,2.32,1.56,18.56,56.32,8.58,1.17,41.91
21164,7.4,22.82,8.64,1.02,3.91,53.81,5.06,41.04,61.23
21165,24.41,53.69,28.47,2.54,0.18,57.63,5.7,100,85.9
21166,18.32,44.1,3.55,1.32,3.13,41.01,13.34,100,69.66
21167,36.46,51.94,4.11,3.87,43.47,61.85,14.43,100,82.03
21168,19.09,45.65,19.86,1.54,28.53,57.49,20.86,100,69.35
21169,13.3,34.31,12.94,2.36,35.91,52.48,19.51,100,68.65
21170,14.61,36.97,4.42,3.04,2.76,54.91,6.56,100,75.85
21171,5.09,21.64,3.66,0.95,1.1,53.21,5.77,100,60.79
21172,17.61,38.88,3.96,6.38,17.02,50,22.77,100,75.4
21173,6.42,17.44,0.46,1.43,0.67,41.12,6.61,100,56.93
21174,6.84,19.25,0.62,0.75,2.02,43.81,5.19,30.74,52.99
21175,10.25,31.8,3.71,0.85,1.92,60.66,16.96,47.11,69.43
21176,11.42,35.32,4.74,1.34,2.66,43.42,13.02,100,62.12
21177,18.09,42.47,6.08,2.29,5.82,60.86,23.97,47.35,73.87
21178,21.02,44.87,2.65,4.02,30.17,56.37,26.42,100,84.54
21179,15.08,36.01,2.96,2.15,1.24,59,7.7,73.49,82.28
21180,8.59,23.23,2.01,0.98,0.67,54.96,15.05,76.96,63.99
21181,5.95,25.85,3.1,1.71,13.76,51.66,6.1,4.37,56.72
21182,6.08,21.16,2.24,1.45,6.71,62.05,14.53,100,73.79
21183,29.99,53.08,2.67,1.73,16.17,63.91,12.57,100,79.17
21184,25.89,50.59,1.94,0.58,12.96,57.54,8.34,100,81.7
21185,11.01,41.54,7.49,0.91,12.98,44.85,15.12,100,68.52
21186,13.56,30.08,2.95,2.67,10.43,50.73,16.43,82.43,67.14
21187,18.92,45.07,2.51,8.11,35.44,53.05,28.78,100,88.83
21188,12.18,36.58,9.54,1.88,3.73,54.79,21.91,100,87.14
21189,8.62,28.24,8.27,1.26,7.06,56.26,9.4,41.03,57.6
21190,8,32.79,10.13,4.85,7.03,35.99,10.51,100,82.4
21191,21.99,47.23,8.8,1.7,24.23,41.83,8.59,43.22,56.39
21192,15.54,36.62,2.17,6.64,3.28,57.36,18.52,100,77.01
21193,12.82,38.51,33.6,1.87,20.81,55.62,14.6,100,73.36
21194,14.9,31.92,1.8,1.96,29.91,48.79,16.4,33.61,49.21
21195,35.2,54.89,3.1,3.75,46.16,67.08,16.66,100,88.06
21196,20.12,39.73,8.46,1.05,8.22,34.11,6.74,100,63.51
21197,12.52,29.36,1.63,1.73,18.81,55.37,13.24,35.74,64.17
21198,18.09,41.84,7.67,1.53,39.42,46,3.16,100,86.96
21199,20.65,40.04,1.98,1.89,6.68,63.78,15.45,78.24,83.22
21200,12.23,40.39,3.94,8.47,13.56,47.61,33.45,100,71.08
21201,15.45,49.13,2.34,0.39,0.32,50.55,14.55,100,71.17
21202,25.32,44.55,9.67,9.08,20.57,62.73,8.33,100,84.16
21203,18.97,42.79,13.29,1.86,7.53,55.22,18.9,15.74,80.63
21204,10.52,21.95,1.71,2.93,1.64,58.69,14.34,100,71.94
21205,11.53,35.83,3.86,1.29,13.34,57.99,10.42,43.58,56.87
21206,18.78,47.4,15.87,1.78,27.79,43.62,19.2,100,81.08
21207,14.87,32.41,4.54,3.54,10.65,55.13,16.53,84.27,70.22
21208,12.41,26.87,2.71,2.04,6.72,48.75,17.12,55.78,62.11
21209,13.85,38.62,10.78,4.06,19.77,50.41,25.93,100,73.49
21210,19.87,38.45,1.82,3.89,6.3,54.64,15.9,100,76.43
21211,7.29,19.03,0.61,2.06,0.59,43.47,5.5,30.44,55.11
21212,19.13,36.51,4.33,4.63,6.49,62.16,32.87,100,74.19
21213,20.34,43.51,3.2,5.95,34.12,57.35,17.97,100,80.14
21214,17.56,39.44,1.37,0.7,0.31,53.74,15.87,0.62,77.06
21215,27.23,42.16,0.89,2.27,0.92,42.87,20.39,100,83.4
21216,27.18,50.61,8.41,9.11,2.69,50.49,6.64,100,82.79
21217,42.16,59.05,2.67,6.32,52.05,60.83,36.21,100,86.57
22001,17.46,37.49,35.11,8.49,5.25,49.96,7.62,87.62,67.17
22002,17.2,38.36,20.05,17.69,36.6,51.81,5.68,100,60.77
22003,14.6,38.65,5.23,3.09,17.79,39.43,4.51,100,67.19
22004,13.36,29.25,26.96,5.76,8.84,50.24,5.93,79.2,54.1
22005,11.28,27.68,18.74,3,1.63,56.69,6,78.52,33.46
22006,3.23,10.11,1.53,0.75,7.95,20.42,3.18,20.81,16.44
22007,10.69,26.01,6.09,2.51,8.25,44.67,4.33,48.44,38.6
22008,14.1,34.85,12.44,1.93,2.77,48.95,2.6,100,38.47
22009,12.8,31.08,7.32,6.2,13.65,42.22,4.46,56.91,49.29
22010,17.63,41.47,10.49,4.07,29.06,41.91,3.09,100,76.52
22011,7.82,21.55,5.9,2.01,7.46,48.67,5.97,75.48,26.76
22012,7.79,22.93,6.22,1.78,2.8,48.85,5.33,63.69,34.98
22013,13.51,32.96,21.14,7.99,31.27,50.45,6.44,100,49.71
22014,3.33,10.22,1.06,0.56,2.04,24.2,3.04,13.58,22.46
22015,19.29,36.68,22.37,9.12,20.92,47.29,8.29,100,60.28
22016,5.41,14.75,4.34,1.08,1.76,32.3,2.65,35.47,37.08
22017,7.71,19.94,4.3,1.48,3.1,44.43,3.74,44.21,37.93
22018,12.39,27.43,27.53,5.69,8.73,57.14,5.75,100,50.17
23001,3.5,13.65,0.42,0.97,3.97,44.36,1.29,2.89,28.5
23002,14.1,28.72,23.74,4.22,2.53,62.85,8.47,65.69,65.05
23003,4.1,18.8,1.81,8.14,23.51,48.09,4.57,21.98,29.57
23004,7.11,19.65,2.15,1.83,1.57,42.19,5.6,31.46,41.67
23005,2.83,12.21,0.53,1.72,9.77,39.16,3.06,0.34,21.75
23006,13.71,31.43,18.1,3.96,1.57,63.39,10.26,67.52,75.14
23007,12.56,29.79,11.88,5.28,3.74,60.66,7.69,71.78,59.14
23008,2.81,11.6,0.24,0.7,1.09,43.78,1.72,2.14,23.52
23009,8.26,20.27,9.94,3.57,6.5,55.58,5.38,35.49,30.91
24001,11.65,35.86,17.88,7.1,24.19,51.15,10.7,100,66.59
24002,16.67,44.9,4.18,7.1,45.8,39.42,12.15,100,79.15
24003,23.05,44.84,3.46,22.7,48.07,60.96,44.71,100,85.8
24004,13.42,47.8,6.45,6.59,13.52,35.26,8.68,100,66.4
24005,8.59,27.44,1.11,2.27,6.81,32.05,10.55,18.31,49.99
24006,13.03,33.41,6.12,9.31,27.17,42.58,8.89,100,66.44
24007,7.83,26.59,2.12,2.44,9.66,41.63,5.12,37.96,67.62
24008,7.92,31.08,0.86,1.92,8.48,33.1,4.46,30.8,52.4
24009,6.95,25.43,3.63,2.37,3.44,34.6,2.4,100,30.08
24010,10.69,35.3,2.88,4.53,29.34,42.91,9.92,66.83,67.09
24011,10.06,30.94,1.15,2.09,1.84,38.15,12.27,26.47,57.29
24012,14.71,32.97,3.35,13.01,57.36,54.68,24.62,100,73.96
24013,6.49,20.11,1.91,2.7,6.83,38,8.86,25.68,47.77
24014,15.65,33.74,2.65,8.14,49.57,42.11,14.54,100,86.14
24015,9.58,27.1,6.92,9.41,17.05,34.46,8.08,39.69,62.66
24016,8.52,28.23,2.69,4.45,10.09,42.76,15.03,25.45,57.95
24017,17.42,45.4,5.97,8.28,56.91,43.4,9.4,100,81.06
24018,14.17,31.87,1.88,17.73,19.23,52.86,19.91,100,71.54
24019,20.68,53.18,3.95,5.79,29.05,35.53,10.63,100,81.44
24020,5.47,19.28,1.2,1.89,7.03,30.6,2.26,15.51,51.88
24021,9.13,28.93,24.86,4.35,17.07,46.23,6.71,100,52.14
24022,12.77,39.2,16.31,6.7,29.16,46.56,4.79,100,79.53
24023,15.22,43.22,4.3,7.11,26.87,36.98,15.7,62.26,72.36
24024,10.87,31.15,2.12,3.98,11.76,36.03,11.89,42.2,51.27
24025,7.97,31.07,9.74,3.6,31.43,43.37,7.8,44.28,63.55
24026,14.78,33.68,4.93,14.82,48.6,51.38,17.52,100,82.39
24027,15.66,47.6,4.91,4.28,7.85,33.15,10.43,30.92,61.3
24028,2.75,10.66,1.1,0.67,1.96,21.01,2.03,5.58,28.45
24029,21.87,40.92,3.11,6.83,42.22,39.75,31.56,100,83.02
